,0
0.1,0.6677306070517183
0.2,0.6424161500779088
0.3,0.6170246723391639
0.4,0.5340436085855441
0.5,0.46944120057799726
0.6,0.5994864715420425
0.7,0.607725921033085
0.8,0.5465336978769815
0.9,0.6041250356836996
