,average_auc
0.03,0.9337503607503607
0.05,0.9449692607587346
0.1,0.9678042089062866
0.2,0.9823373258579681
0.3,0.9841242283950618
0.4,0.990646642577537
0.5,0.9922549019607843
0.6,0.9937121212121213
0.7,0.9927883167720566
0.8,0.9939814814814817
0.9,0.9957671957671957
