,average_auc
0.03,0.7736495875918954
0.1,0.8227539717511304
0.2,0.8542090551386499
0.3,0.8586124959232168
0.4,0.8625773120506883
0.5,0.8752371038630582
0.6,0.8656818282132768
0.7,0.8772353656622724
0.8,0.8739495056497175
0.9,0.8898128531073446
