,average_auc
0.03,0.9752383672401717
0.1,0.9741745831920087
0.2,0.9823333557530987
0.3,0.9789819764595269
0.4,0.9802084443890896
0.5,0.981143300254449
0.6,0.9852337311046186
0.7,0.9864492476815008
0.8,0.9864802115548384
0.9,0.9871169949567037
