x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
-0.19295675,0.3855292,0.012830556,-0.09777931,-0.5352201,0.34118038,0.23022689,0.06679586,0.030423222,0.12413783,0.09551786,-0.35177907,-0.026366848,-0.1556612,0.50662005,-0.31985936,-0.079284795,0.16220269,-0.28682047,0.057034098,0.048202537,-0.39863062,-0.12121319,-0.006435416,-0.29932046,-0.28966805,0.168548,0.38903603,-0.081760034,0.007997095,0.28195962,0.20453352
-0.34734425,-0.5244004,-0.13416925,-0.39680868,-0.23681156,-0.17453867,0.059263445,-0.048386507,-0.40985048,-0.112125084,-0.065208346,-0.38965526,-0.37945572,0.32169667,-0.41851223,0.022770677,0.053176664,0.2543925,0.13871354,-0.2529594,0.39940807,-0.03303427,-0.3998051,-0.106510095,-0.11286238,-0.36233297,-0.3991817,0.31850654,0.017130148,-0.14260365,0.108647585,0.4654196
